14,2,7
4,8,7
8,14,3
12,8,3
4,5,10
5,7,15
10,7,17
2,13,5
14,14,10
10,17,14
9,14,15
10,16,10
12,2,11
16,8,10
3,14,8
7,8,18
10,17,11
2,6,7
14,9,15
8,6,16
12,15,13
16,10,13
17,6,12
13,6,15
1,13,7
4,5,6
15,3,9
10,15,14
8,17,5
15,6,5
2,6,6
10,6,18
7,15,6
18,9,8
14,3,6
11,14,14
10,3,10
15,7,10
5,5,13
11,1,10
10,13,18
19,10,8
11,15,5
3,13,9
2,13,12
7,3,12
15,9,7
12,6,15
10,16,8
16,10,8
17,8,13
7,14,5
10,2,11
13,15,6
5,16,12
11,5,3
12,8,2
9,9,1
3,4,6
9,11,2
7,16,14
10,3,13
10,18,11
11,9,16
7,4,6
5,16,5
8,9,1
6,8,12
10,16,14
4,9,14
6,5,16
18,10,9
2,10,11
8,2,6
5,6,6
10,13,16
16,7,13
15,10,16
6,16,6
11,5,4
4,3,12
2,8,8
11,14,6
13,15,13
1,11,12
16,13,10
10,4,17
6,9,17
16,11,14
12,16,5
1,13,8
11,16,4
15,6,4
13,15,5
14,5,12
8,9,4
2,7,9
1,11,8
13,5,4
7,8,17
3,12,8
5,9,17
4,4,5
13,6,4
4,5,11
18,8,10
7,5,13
13,12,14
10,8,2
5,14,13
8,4,13
14,16,6
13,4,4
10,16,4
5,7,6
11,13,2
6,13,17
6,10,4
7,11,1
17,9,8
3,7,8
6,9,15
6,12,2
9,15,16
11,15,6
11,6,15
8,14,4
8,7,16
11,14,5
3,5,6
17,14,13
11,17,10
1,10,8
3,6,6
15,7,15
12,9,3
3,8,14
5,6,15
12,3,14
10,12,1
3,9,14
7,6,4
10,6,17
3,8,4
4,9,15
5,8,17
5,9,2
17,11,5
17,9,11
13,5,5
3,13,14
10,4,2
9,9,2
3,14,6
13,12,15
8,4,3
14,10,15
6,14,7
4,11,6
11,3,8
15,3,11
12,10,19
14,4,8
2,8,13
7,17,13
9,14,3
3,5,8
3,14,7
2,10,13
18,10,10
12,5,8
6,4,13
14,10,3
6,1,7
5,10,2
11,12,3
2,5,11
8,10,19
8,15,13
9,14,2
14,16,13
16,4,12
13,17,9
16,12,14
14,15,3
13,15,15
6,17,11
2,8,7
17,5,7
15,15,13
14,14,13
7,13,4
3,8,8
4,4,9
5,17,11
8,2,7
10,5,2
6,5,7
8,12,18
6,1,9
8,16,16
12,16,8
17,14,7
10,3,4
15,11,17
15,16,12
16,9,13
7,16,5
13,13,15
14,6,16
11,16,8
15,11,16
17,7,12
11,2,14
4,2,11
12,8,18
11,4,10
6,6,3
18,11,14
15,5,5
4,9,4
9,10,17
10,10,19
9,7,1
10,18,9
18,12,7
15,8,9
4,10,15
14,14,4
11,4,13
17,10,15
13,2,11
5,16,15
11,7,3
3,6,8
14,3,12
12,12,4
17,10,8
7,4,11
4,14,12
14,2,9
3,9,12
17,9,9
13,8,2
3,10,15
3,10,9
8,18,10
15,7,6
1,9,9
8,16,6
13,2,7
8,16,11
14,3,10
16,5,14
8,18,9
15,4,5
16,9,7
10,4,16
6,2,7
17,12,6
14,7,2
8,12,16
7,2,12
16,5,12
7,10,2
8,17,11
4,10,13
4,9,5
15,7,14
13,10,3
6,6,4
17,4,8
16,7,5
13,11,1
8,4,6
5,10,5
9,16,10
7,10,5
4,10,4
10,9,19
9,16,13
4,13,16
4,14,4
11,14,16
9,3,6
13,13,4
7,2,10
5,13,14
17,7,13
11,16,5
8,15,4
3,9,4
2,5,9
18,9,11
1,9,11
4,17,10
11,2,9
13,16,5
4,10,5
7,7,15
11,2,11
10,10,3
7,16,4
7,1,9
16,13,14
10,5,12
6,14,4
4,12,13
12,3,13
3,7,5
4,4,7
2,7,13
7,6,17
11,15,8
3,5,7
16,8,6
6,13,14
11,10,18
11,16,11
17,13,6
16,7,6
9,16,7
16,10,6
7,4,9
1,12,8
15,11,12
13,9,5
3,7,7
6,3,12
7,15,14
14,7,17
16,7,10
3,9,6
13,16,13
2,10,14
15,14,12
3,9,15
8,1,11
6,12,17
3,7,10
10,13,4
2,10,4
3,5,5
11,18,12
5,14,6
6,3,8
7,8,15
8,7,15
11,2,15
5,6,14
11,17,12
13,14,12
8,11,17
3,14,13
12,10,1
8,11,2
7,16,11
10,7,2
5,8,4
8,17,4
13,11,2
8,1,9
5,5,8
15,9,5
4,7,12
14,16,14
15,4,8
10,15,5
5,3,10
7,5,4
4,13,7
9,1,6
1,12,13
14,3,14
5,7,10
9,8,3
2,9,7
6,12,5
2,7,6
13,8,13
4,15,12
2,9,11
14,12,4
6,9,13
9,1,7
11,8,1
17,11,8
9,18,10
7,7,16
5,7,13
9,14,14
6,4,5
9,3,16
10,3,3
16,7,11
7,7,14
14,4,5
6,15,10
3,6,7
12,16,4
8,7,1
12,18,8
14,5,3
12,3,15
4,6,8
17,6,7
8,11,16
6,8,4
4,13,13
10,9,16
14,6,17
4,14,9
4,10,7
11,17,4
4,10,12
12,15,4
17,6,10
13,12,17
10,8,4
15,8,7
3,8,10
17,8,7
5,13,6
12,5,17
14,6,4
12,17,9
17,6,9
12,4,3
7,12,14
10,14,18
4,4,13
1,11,7
9,7,4
13,14,14
9,16,5
7,14,13
7,5,14
10,12,2
13,13,14
6,10,3
11,12,2
3,3,9
13,5,9
8,10,4
12,10,18
2,13,6
18,8,6
16,15,8
15,3,7
16,10,16
10,10,18
10,10,2
2,6,10
15,14,15
4,9,2
18,12,8
17,13,5
3,5,11
8,3,10
14,13,7
9,17,13
11,13,7
15,8,15
3,7,15
15,6,8
4,3,7
2,13,9
13,7,2
16,8,11
6,11,4
15,11,6
6,3,10
11,10,16
15,4,14
14,4,12
4,10,16
10,4,7
9,6,5
11,9,3
3,11,13
1,12,11
3,13,10
5,12,14
3,6,5
14,9,9
15,14,16
15,14,8
14,14,9
13,11,15
9,11,3
9,16,4
7,14,12
12,3,4
4,12,12
9,15,5
13,18,9
9,11,1
12,2,13
9,15,2
13,10,17
4,6,10
2,9,10
11,1,7
7,17,14
16,14,13
5,12,4
12,18,10
7,12,18
12,9,18
7,13,2
9,1,10
7,18,10
4,9,12
10,11,18
12,16,3
6,15,8
7,13,15
13,16,15
14,15,11
1,8,12
16,6,4
16,14,8
12,17,11
13,13,16
11,7,18
4,6,13
4,17,9
11,5,15
6,6,16
2,10,8
5,13,3
4,13,10
9,4,14
6,4,14
7,14,10
7,5,2
3,15,11
9,8,17
15,7,13
8,2,5
16,3,11
5,11,6
8,16,15
3,15,10
14,10,5
12,2,10
9,12,1
13,17,6
9,4,7
11,11,15
9,4,6
11,3,10
14,13,2
17,6,13
12,13,13
15,11,13
12,15,6
8,8,3
4,5,5
7,17,5
16,13,9
7,18,8
10,12,3
15,3,10
8,16,3
17,5,9
7,8,3
16,11,10
11,16,3
15,12,15
15,6,11
11,15,16
12,16,11
5,11,15
6,16,7
7,4,14
16,9,6
4,15,14
5,2,13
4,14,15
6,16,10
14,16,12
1,10,7
16,13,13
13,4,15
14,7,10
11,14,2
16,12,4
12,9,15
7,6,16
6,7,18
12,16,14
7,4,12
13,4,12
11,6,4
4,12,9
14,11,17
3,10,7
14,4,11
12,4,12
9,14,17
6,16,9
14,5,7
16,4,8
10,14,5
15,12,16
16,7,14
1,7,8
9,6,4
15,13,13
8,6,17
9,2,15
15,14,7
16,8,8
16,8,9
10,3,11
5,2,6
9,7,5
3,13,5
8,5,4
12,3,8
13,7,15
4,6,3
7,9,3
6,6,17
17,5,12
7,13,16
4,7,13
4,13,3
2,11,11
6,2,11
16,12,5
12,5,4
10,14,2
14,12,2
13,15,9
8,15,12
13,2,13
7,18,12
7,7,1
17,11,10
14,10,16
16,6,8
11,18,13
11,10,3
14,15,9
8,10,3
13,12,16
7,10,18
4,3,8
18,14,10
12,14,6
1,12,10
1,11,6
15,5,4
4,16,12
2,11,13
8,16,9
13,14,8
13,8,4
10,1,12
16,7,9
11,4,12
7,4,5
10,9,1
5,3,13
4,13,14
3,12,9
9,18,13
7,7,4
9,2,4
10,1,8
13,6,2
5,8,16
